id,orden,x,y,chm_m,estrato,peso_m2,bloque
v0285,116,559211.5,4673588.5,8.260000228881836,"[6,10)",1948.38,PNOA-2024-GAL-559-4674-H29-NPC01
v0239,117,559324.5,4673598.5,4.059999942779541,"[4,6)",1104.4,PNOA-2024-GAL-559-4674-H29-NPC01
v0240,118,559526.5,4673808.5,4.75,"[4,6)",1104.4,PNOA-2024-GAL-559-4674-H29-NPC01
v0089,119,559432.5,4673673.5,1.309999942779541,"[0.5,1.5)",2080.2,PNOA-2024-GAL-559-4674-H29-NPC01
v0124,120,562749.5,4667421.5,2.319999933242798,"[1.5,2.5)",2354.22,PNOA-2024-GAL-562-4668-H29-NPC01
v0043,121,559179.5,4673572.5,0.8799999952316284,"[0.5,1.5)",2080.2,PNOA-2024-GAL-559-4674-H29-NPC01
v0006,122,559224.5,4673421.5,0.17000000178813934,"[0,0.5)",7263.62,PNOA-2024-GAL-559-4674-H29-NPC01
v0277,123,559927.5,4673834.5,8.229999542236328,"[6,10)",1948.38,PNOA-2024-GAL-559-4674-H29-NPC01
v0312,124,559236.5,4673135.5,9.010000228881836,"[6,10)",1948.38,PNOA-2024-GAL-559-4674-H29-NPC01
v0095,125,562898.5,4667543.5,1.559999942779541,"[1.5,2.5)",2354.22,PNOA-2024-GAL-562-4668-H29-NPC01
v0117,126,559455.5,4673752.5,1.7100000381469727,"[1.5,2.5)",2354.22,PNOA-2024-GAL-559-4674-H29-NPC01
v0131,127,562122.5,4667351.5,2.119999885559082,"[1.5,2.5)",2354.22,PNOA-2024-GAL-562-4668-H29-NPC01
v0130,128,549322.5,4678928.5,1.8600000143051147,"[1.5,2.5)",2354.22,PNOA-2024-GAL-549-4679-H29-NPC01
v0227,129,559600.5,4673493.5,5.210000038146973,"[4,6)",1104.4,PNOA-2024-GAL-559-4674-H29-NPC01
v0387,130,562550.5,4667154.5,21.219999313354492,"[20,inf)",2768.07,PNOA-2024-GAL-562-4668-H29-NPC01
v0383,131,549866.5,4678099.5,23.690000534057617,"[20,inf)",2768.07,PNOA-2024-GAL-549-4679-H29-NPC01
v0373,132,549495.5,4678312.5,29.719999313354492,"[20,inf)",2768.07,PNOA-2024-GAL-549-4679-H29-NPC01
v0058,133,559413.5,4673871.5,0.5,"[0.5,1.5)",2080.2,PNOA-2024-GAL-559-4674-H29-NPC01
v0237,134,559179.5,4673104.5,5.659999847412109,"[4,6)",1104.4,PNOA-2024-GAL-559-4674-H29-NPC01
v0023,135,562382.5,4667201.5,0.3100000023841858,"[0,0.5)",7263.62,PNOA-2024-GAL-562-4668-H29-NPC01
v0370,136,549479.5,4678088.5,20.600000381469727,"[20,inf)",2768.07,PNOA-2024-GAL-549-4679-H29-NPC01
v0191,137,549798.5,4678765.5,3.5899999141693115,"[2.5,4)",1354.65,PNOA-2024-GAL-549-4679-H29-NPC01
v0127,138,562246.5,4667935.5,1.8200000524520874,"[1.5,2.5)",2354.22,PNOA-2024-GAL-562-4668-H29-NPC01
v0297,139,559008.5,4673682.5,7.329999923706055,"[6,10)",1948.38,PNOA-2024-GAL-559-4674-H29-NPC01
v0266,140,562102.5,4667280.5,5.039999961853027,"[4,6)",1104.4,PNOA-2024-GAL-562-4668-H29-NPC01
v0215,141,562136.5,4667904.5,4.159999847412109,"[4,6)",1104.4,PNOA-2024-GAL-562-4668-H29-NPC01
v0094,142,559709.5,4673528.5,2.240000009536743,"[1.5,2.5)",2354.22,PNOA-2024-GAL-559-4674-H29-NPC01
v0223,143,562027.5,4667212.5,4.739999771118164,"[4,6)",1104.4,PNOA-2024-GAL-562-4668-H29-NPC01
v0138,144,562387.5,4667529.5,1.9500000476837158,"[1.5,2.5)",2354.22,PNOA-2024-GAL-562-4668-H29-NPC01
v0327,145,549613.5,4678194.5,13.100000381469727,"[10,20)",3579.04,PNOA-2024-GAL-549-4679-H29-NPC01
v0369,146,549550.5,4678049.5,16.979999542236328,"[10,20)",3579.04,PNOA-2024-GAL-549-4679-H29-NPC01
v0349,147,559199.5,4673882.5,14.359999656677246,"[10,20)",3579.04,PNOA-2024-GAL-559-4674-H29-NPC01
v0389,148,559017.5,4673921.5,38.209999084472656,"[20,inf)",2768.07,PNOA-2024-GAL-559-4674-H29-NPC01
v0163,149,562828.5,4667490.5,3.0799999237060547,"[2.5,4)",1354.65,PNOA-2024-GAL-562-4668-H29-NPC01
v0084,150,559827.5,4673954.5,1.1299999952316284,"[0.5,1.5)",2080.2,PNOA-2024-GAL-559-4674-H29-NPC01
