OBJECTID_12,sp,prohibida,n_px,ha_faixa,estado,anho_evento,caida,etiqueta
11968,Pinus_pinaster,True,43,0.0,persistente,,0.043,ifn_2010
11969,Eucalyptus_globulus,True,87,0.0,evento,2020.0,0.324,prohibida_rebrote
11970,Pinus_pinaster,True,730,0.0,persistente,,0.123,ifn_2010
11971,Pinus_pinaster,True,112,0.0,persistente,,0.061,ifn_2010
11972,Castanea_sativa,False,288,0.0,persistente,,0.012,ifn_2010
11973,Eucalyptus_globulus,True,276,0.0,persistente,,0.024,ifn_2010
11974,Pinus_pinaster,True,247,0.0,persistente,,0.081,ifn_2010
11975,Quercus_robur,False,565,0.0,persistente,,0.083,ifn_2010
11976,Pinus_pinaster,True,3205,0.0,persistente,,0.081,ifn_2010
11977,Pinus_pinaster,True,62,0.0,persistente,,0.02,ifn_2010
11978,Quercus_robur,False,344,0.0,persistente,,0.026,ifn_2010
11979,Quercus_robur,False,4615,0.0,persistente,,0.129,ifn_2010
11980,Quercus_robur,False,186,0.0,persistente,,0.072,ifn_2010
11981,Pinus_pinaster,True,207,0.0,evento,2023.0,0.667,desconocida
11982,Castanea_sativa,False,161,0.0,persistente,,0.125,ifn_2010
11983,Quercus_robur,False,225,0.0,persistente,,0.151,ifn_2010
11984,Pinus_pinaster,True,142,0.0,persistente,,0.095,ifn_2010
12083,Quercus_robur,False,1067,0.0,persistente,,0.082,ifn_2010
12084,Pinus_pinaster,True,1098,0.0,persistente,,0.139,ifn_2010
12085,Eucalyptus_globulus,True,1690,0.0,persistente,,0.093,ifn_2010
12086,Pinus_pinaster,True,11123,0.0,persistente,,0.048,ifn_2010
12087,Quercus_robur,False,217,0.0,persistente,,0.165,ifn_2010
12088,Pinus_radiata,True,0,0.0,sin_dato,,,sin_serie
12097,Quercus_robur,False,1650,0.0,persistente,,0.055,ifn_2010
12098,Eucalyptus_globulus,True,698,0.0,persistente,,0.062,ifn_2010
12099,Quercus_robur,False,1146,0.0,persistente,,0.095,ifn_2010
12100,Quercus_robur,False,2884,0.0,persistente,,0.035,ifn_2010
12102,Eucalyptus_globulus,True,0,0.0,sin_dato,,,sin_serie
12104,Eucalyptus_globulus,True,0,0.0,sin_dato,,,sin_serie
12106,Eucalyptus_globulus,True,322,0.0,persistente,,0.047,ifn_2010
12107,Pinus_pinaster,True,0,0.0,sin_dato,,,sin_serie
12108,Pinus_pinaster,True,1818,0.0,persistente,,0.019,ifn_2010
12109,Pinus_pinaster,True,398,0.0,persistente,,0.047,ifn_2010
12110,Pinus_pinaster,True,1108,0.0,persistente,,0.042,ifn_2010
12113,Eucalyptus_globulus,True,10991,0.0,persistente,,0.027,ifn_2010
12114,Eucalyptus_globulus,True,0,0.0,sin_dato,,,sin_serie
12116,Pinus_radiata,True,0,0.0,sin_dato,,,sin_serie
12117,Pinus_pinaster,True,3888,0.0,persistente,,0.032,ifn_2010
12118,Eucalyptus_globulus,True,0,0.0,sin_dato,,,sin_serie
12119,Pinus_pinaster,True,0,0.0,sin_dato,,,sin_serie
12121,Quercus_robur,False,0,0.0,sin_dato,,,sin_serie
12127,Quercus_robur,False,0,0.0,sin_dato,,,sin_serie
12130,Pinus_pinaster,True,160,0.0,persistente,,0.179,ifn_2010
12131,Eucalyptus_globulus,True,809,0.0,persistente,,0.064,ifn_2010
12134,Pinus_pinaster,True,0,0.0,sin_dato,,,sin_serie
12136,Quercus_robur,False,0,0.0,sin_dato,,,sin_serie
12142,Pinus_radiata,True,0,0.0,sin_dato,,,sin_serie
12156,Eucalyptus_globulus,True,264,0.0,persistente,,0.037,ifn_2010
