concello,parroquia,ha_faixa,ha_arbolado,ha_en_rodal,ha_prohibida,ha_dispersa,ha_prohibida_hi,pct_arbolado,pct_prohibida_lo,pct_prohibida_hi
Silleda,Carboeiro (Santa María),21.089,5.503,3.166,1.603,2.337,3.292,26.09,7.6,15.61
Silleda,Ansemil (San Pedro),22.258,4.964,2.634,1.583,2.33,3.266,22.3,7.11,14.67
A Estrada,Sabucedo (San Lourenzo),10.558,3.602,2.48,1.582,1.123,2.308,34.12,14.98,21.86
Lalín,Cristimil (San Xurxo),43.045,8.435,5.484,1.557,2.951,3.689,19.59,3.62,8.57
Forcarei,Castrelo (Santa Mariña),29.734,10.95,4.739,1.482,6.211,1.596,36.83,4.98,5.37
Fornelos de Montes,Oitavén (San Vicente),21.304,6.884,4.001,1.855,2.882,2.025,32.31,8.71,9.51
Agolada,Ventosa (San Xulián),47.108,9.73,2.71,1.436,7.02,6.507,20.65,3.05,13.81
Silleda,O Castro (San Mamede),37.426,8.019,2.582,1.374,5.437,5.302,21.43,3.67,14.17
Lalín,Lodeiro (San Paio),18.037,3.914,2.764,1.619,1.15,1.704,21.7,8.98,9.45
Silleda,Ponte (San Miguel),51.119,7.937,1.698,1.329,6.239,5.836,15.53,2.6,11.42
A Lama,Xesta (San Bartolomeu),70.072,27.034,20.275,1.426,6.759,5.41,38.58,2.03,7.72
Silleda,Pazos (San Martiño),18.894,4.266,2.604,1.313,1.662,2.513,22.58,6.95,13.3
Lalín,Donsión (Santa Baia),63.852,17.684,8.845,1.259,8.84,7.645,27.7,1.97,11.97
Forcarei,Quintillán (San Pedro),37.457,9.074,4.958,1.234,4.115,1.362,24.22,3.29,3.64
Agolada,Vilariño (Santa María),18.08,3.195,1.277,1.221,1.918,2.607,17.67,6.75,14.42
Covelo,Prado de Canda (Santiago),14.427,5.496,2.763,1.15,2.733,3.124,38.1,7.97,21.65
Silleda,Oleiros (San Miguel),36.423,7.592,3.847,1.767,3.745,2.449,20.84,4.85,6.72
Forcarei,Meavía (San Xoán),49.767,6.402,2.415,1.399,3.987,1.6,12.86,2.81,3.21
Agolada,As Trabancas (San Mamede),31.132,5.787,2.568,1.113,3.219,3.438,18.59,3.58,11.04
Pazos de Borbén,Amoedo (San Sadurniño),37.152,7.822,1.222,1.047,6.6,5.815,21.06,2.82,15.65
Covelo,Godóns (Santa María),52.698,16.99,9.224,0.999,7.766,2.632,32.24,1.9,4.99
Covelo,Fofe (San Miguel),13.918,5.367,2.005,0.96,3.362,0.978,38.56,6.9,7.03
Lalín,Barcia (Santo Estevo),55.857,12.672,5.657,0.953,7.015,2.49,22.69,1.71,4.46
Silleda,Saídres (San Xoán),40.972,7.476,1.599,0.946,5.877,5.192,18.25,2.31,12.67
Vilagarcía de Arousa,Fontecarmoa (San Pedro),7.495,2.097,0.944,0.944,1.153,1.777,27.97,12.6,23.71
Agolada,Merlín (San Pedro),10.987,3.249,1.436,0.914,1.813,2.223,29.57,8.32,20.23
Agolada,Val de Sangorza (Santa María),15.661,3.781,0.908,0.908,2.873,2.984,24.14,5.8,19.05
Fornelos de Montes,A Laxe (San Xosé),29.844,6.522,3.803,0.85,2.718,2.79,21.85,2.85,9.35
Agolada,Gurgueiro (San Miguel),5.512,1.056,0.792,0.792,0.264,0.983,19.16,14.37,17.83
Cambados,Cambados (Santa Mariña),26.455,2.327,0.784,0.784,1.543,1.898,8.79,2.96,7.17
Forcarei,San Miguel de Presqueiras (San Miguel),24.147,8.318,4.971,2.372,3.347,2.555,34.45,9.82,10.58
Agolada,Ramil (San Martiño),6.657,2.446,1.216,1.654,1.23,1.704,36.75,24.85,25.6
Vilanova de Arousa,Vilanova de Arousa (San Cibrán),61.094,7.812,0.741,0.741,7.072,5.849,12.79,1.21,9.57
Lalín,Anseán (Santiago),24.125,6.549,3.551,0.692,2.998,2.858,27.15,2.87,11.85
Lalín,Vilanova (San Xoán),58.699,18.153,9.412,1.182,8.741,1.583,30.93,2.01,2.7
Cangas,Cangas (Santiago e San Salvador),9.65,2.724,0.65,0.65,2.073,2.148,28.22,6.74,22.26
Caldas de Reis,Caldas de Reis (San Tomé e Santa María),18.164,3.888,0.89,0.647,2.998,2.813,21.4,3.56,15.49
Lalín,Albarellos (Santa María),12.744,3.725,2.367,0.639,1.358,1.62,29.23,5.01,12.71
Forcarei,Aciveiro (Santa María),62.195,16.523,4.973,0.586,11.55,0.79,26.57,0.94,1.27
Agolada,Agra (San Miguel),14.519,3.241,0.883,0.499,2.358,2.202,22.33,3.44,15.17
A Estrada,Liripio (San Xoán Bautista),22.729,4.468,2.703,0.568,1.765,1.515,19.66,2.5,6.66
Forcarei,Ventoxo (San Nicolao),37.331,16.294,9.788,2.751,6.507,4.882,43.65,7.37,13.08
Agolada,Carmoega (San Pedro),6.259,1.092,0.691,0.384,0.4,0.673,17.44,6.14,10.75
Agolada,Basadre (Santa María),12.811,3.187,0.832,1.45,2.356,1.663,24.88,11.32,12.98
Lalín,Sello (Santiago),14.513,1.472,0.611,0.347,0.86,0.968,10.14,2.39,6.67
Silleda,Refoxos (San Paio),32.191,7.923,1.193,0.355,6.73,0.655,24.61,1.1,2.04
Agolada,Sesto (San Cibrao),7.83,1.818,0.893,0.298,0.926,0.966,23.22,3.81,12.34
Silleda,Laro (San Salvador),52.687,7.262,1.141,1.834,6.121,2.147,13.78,3.48,4.07
Lalín,Camposancos (San Cristovo),21.73,6.269,2.186,0.221,4.083,3.17,28.85,1.02,14.59
Agolada,O Sexo (Santiago),7.402,1.737,0.484,0.215,1.254,1.121,23.47,2.9,15.14
Covelo,Campo (Santa María),31.199,9.2,5.899,0.2,3.301,0.299,29.49,0.64,0.96
Tui,Tui (O Sagrario),6.054,2.044,0.857,0.098,1.187,0.955,33.77,1.62,15.77
Forcarei,Pereira (San Bartolomeu),32.329,5.718,2.103,0.089,3.615,0.141,17.69,0.28,0.44
Pazos de Borbén,Cepeda (San Pedro),17.627,2.376,0.058,0.058,2.318,0.255,13.48,0.33,1.45
Covelo,Prado (San Salvador),35.402,9.181,6.562,0.041,2.619,0.044,25.93,0.12,0.13
Silleda,Xestoso (Santa María),16.386,3.48,1.212,0.248,2.268,0.336,21.23,1.51,2.05
Agolada,Esperante (San Cibrao),14.068,1.009,0.025,0.022,0.984,0.733,7.18,0.16,5.21
Agolada,San Paio de Bais (San Paio),4.276,0.556,0.007,0.004,0.548,0.4,13.0,0.09,9.35
Covelo,A Graña (San Bernabeu),39.139,12.642,10.042,0.002,2.6,0.018,32.3,0.01,0.05
Vilagarcía de Arousa,Sobradelo (San Salvador),21.468,5.955,0.0,0.0,5.955,4.302,27.74,0.0,20.04
Vilagarcía de Arousa,Vilagarcía (Santa Baia),26.836,3.745,0.0,0.0,3.745,2.705,13.95,0.0,10.08
Lalín,Moneixas (Santo Adrao),36.865,9.006,4.259,0.0,4.747,3.429,24.43,0.0,9.3
Marín,Marín (Santa María do Porto),0.571,0.056,0.0,0.0,0.056,0.04,9.74,0.0,7.01
