id,orden,x,y,chm_m,estrato,peso_m2,bloque
p0155,124,558889.5,4670861.5,6.619999885559082,"[5.5,8)",29787.58,PNOA-2024-GAL-558-4671-H29-NPC01
p0170,125,566571.5,4673500.5,11.479999542236328,"[8,15)",100390.24,PNOA-2024-GAL-566-4674-H29-NPC01
p0107,126,562402.5,4668682.5,7.289999961853027,"[5.5,8)",29787.58,PNOA-2024-GAL-562-4669-H29-NPC01
p0092,127,559978.5,4667691.5,2.190000057220459,"[2,5.5)",77574.83,PNOA-2024-GAL-559-4668-H29-NPC01
p0143,128,564801.5,4674486.5,5.829999923706055,"[5.5,8)",29787.58,PNOA-2024-GAL-564-4675-H29-NPC01
p0120,129,560933.5,4669282.5,7.679999828338623,"[5.5,8)",29787.58,PNOA-2024-GAL-560-4670-H29-NPC01
p0069,130,561270.5,4665591.5,2.75,"[2,5.5)",77574.83,PNOA-2024-GAL-561-4666-H29-NPC01
p0226,131,554209.5,4681572.5,19.030000686645508,"[15,35)",161177.83,PNOA-2024-GAL-554-4682-H29-NPC01
p0162,132,558507.5,4669459.5,8.90999984741211,"[8,15)",100390.24,PNOA-2024-GAL-558-4670-H29-NPC01
p0178,133,549613.5,4681104.5,14.329999923706055,"[8,15)",100390.24,PNOA-2024-GAL-549-4682-H29-NPC01
p0195,134,561090.5,4665033.5,14.270000457763672,"[8,15)",100390.24,PNOA-2024-GAL-561-4666-H29-NPC01
p0094,135,555919.5,4662898.5,2.430000066757202,"[2,5.5)",77574.83,PNOA-2024-GAL-555-4663-H29-NPC01
p0204,136,565937.5,4673054.5,9.130000114440918,"[8,15)",100390.24,PNOA-2024-GAL-565-4674-H29-NPC01
p0165,137,561286.5,4669086.5,13.59000015258789,"[8,15)",100390.24,PNOA-2024-GAL-561-4670-H29-NPC01
p0057,138,556492.5,4665869.5,2.2799999713897705,"[2,5.5)",77574.83,PNOA-2024-GAL-556-4666-H29-NPC01
p0237,139,557571.5,4664425.5,35.040000915527344,"[35,inf)",10402.6,PNOA-2024-GAL-557-4665-H29-NPC01
